"input" "reason" "matches" "identifier" "name" "namespace" "description" "class"
"GO:0045548" "MATCH" "1" "GO:0045548" "phenylalanine ammonia-lyase activity" "molecular_function" "Catalysis of the reaction: L-phenylalanine = NH(4)(+) + trans-cinnamate." "GOTerm"
"GO:0008569" "MATCH" "1" "GO:0008569" "ATP-dependent microtubule motor activity, minus-end-directed" "molecular_function" "Catalysis of movement along a microtubule toward the minus end, coupled to the hydrolysis of ATP." "GOTerm"
"GO:0021530" "MATCH" "1" "GO:0021530" "spinal cord oligodendrocyte cell fate specification" "biological_process" "The process in which a cell becomes capable of differentiating autonomously into an oligodendrocyte in an environment that is neutral with respect to the developmental pathway." "GOTerm"
"GO:0008568" "MATCH" "1" "GO:0008568" "microtubule-severing ATPase activity" "molecular_function" "Catalysis of the reaction: ATP + H2O = ADP + phosphate. Catalysis of the severing of a microtubule at a specific spot along its length, coupled to the hydrolysis of ATP." "GOTerm"
"GO:0021531" "MATCH" "1" "GO:0021531" "spinal cord radial glial cell differentiation" "biological_process" "The process in which neuroepithelial cells in the ventral neural tube acquire specialized structural and/or functional features of radial glial cells. Radial cell precursors differentiate into both neuronal cell types and mature radial glial cells. Mature radial glial cells regulate the axon growth and pathfinding processes that occur during white matter patterning of the developing spinal cord. Differentiation includes the processes involved in commitment of a cell to a specific fate." "GOTerm"
"GO:0044218" "MATCH" "1" "GO:0044218" "other organism cell membrane" "cellular_component" "The cell membrane of a secondary organism with which the first organism is interacting." "GOTerm"
"GO:0046877" "MATCH" "1" "GO:0046877" "regulation of saliva secretion" "biological_process" "Any process that modulates the frequency, rate or extent of the regulated release of saliva from a cell or a tissue." "GOTerm"
"GO:0009898" "MATCH" "1" "GO:0009898" "cytoplasmic side of plasma membrane" "cellular_component" "The leaflet the plasma membrane that faces the cytoplasm and any proteins embedded or anchored in it or attached to its surface." "GOTerm"
"GO:0021532" "MATCH" "1" "GO:0021532" "neural tube patterning" "biological_process" "The regionalization process that regulates the coordinated growth that establishes the non-random spatial arrangement of the neural tube." "GOTerm"
"GO:0045547" "MATCH" "1" "GO:0045547" "dehydrodolichyl diphosphate synthase activity" "molecular_function" "Catalysis of the condensation of isopentenyl diphosphate and farnesyl diphosphate in the cis-configuration to form dehydrodolichyl diphosphate." "GOTerm"
"GO:0046878" "MATCH" "1" "GO:0046878" "positive regulation of saliva secretion" "biological_process" "Any process that activates or increases the frequency, rate or extent of the regulated release of saliva." "GOTerm"
"GO:0007229" "MATCH" "1" "GO:0007229" "integrin-mediated signaling pathway" "biological_process" "A series of molecular signals initiated by the binding of extracellular ligand to an integrin on the surface of a target cell, and ending with regulation of a downstream cellular process, e.g. transcription." "GOTerm"
"GO:0046883" "MATCH" "1" "GO:0046883" "regulation of hormone secretion" "biological_process" "Any process that modulates the frequency, rate or extent of the regulated release of a hormone from a cell." "GOTerm"
"GO:0019221" "MATCH" "1" "GO:0019221" "cytokine-mediated signaling pathway" "biological_process" "A series of molecular signals initiated by the binding of a cytokine to a receptor on the surface of a cell, and ending with regulation of a downstream cellular process, e.g. transcription." "GOTerm"
"GO:0044220" "MATCH" "1" "GO:0044220" "host cell perinuclear region of cytoplasm" "cellular_component" "The host cell cytoplasm situated near, or occurring around, the host nucleus." "GOTerm"
"GO:0046881" "MATCH" "1" "GO:0046881" "positive regulation of follicle-stimulating hormone secretion" "biological_process" "Any process that activates or increases the frequency, rate or extent of the regulated release of follicle-stimulating hormone." "GOTerm"
"GO:0010875" "MATCH" "1" "GO:0010875" "positive regulation of cholesterol efflux" "biological_process" "Any process that increases the frequency, rate or extent of cholesterol efflux. Cholesterol efflux is the directed movement of cholesterol, cholest-5-en-3-beta-ol, out of a cell or organelle." "GOTerm"
"GO:0010874" "MATCH" "1" "GO:0010874" "regulation of cholesterol efflux" "biological_process" "Any process that modulates the frequency, rate or extent of cholesterol efflux. Cholesterol efflux is the directed movement of cholesterol, cholest-5-en-3-beta-ol, out of a cell or organelle." "GOTerm"
"GO:0010871" "MATCH" "1" "GO:0010871" "negative regulation of receptor biosynthetic process" "biological_process" "Any process that decreases the frequency or rate of receptor biosynthesis. Receptor biosynthesis is the collection of chemical reactions and pathways resulting in the formation of a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function." "GOTerm"
"GO:0019227" "MATCH" "1" "GO:0019227" "neuronal action potential propagation" "biological_process" "The propagation of an action potential along an axon, away from the soma." "GOTerm"
"GO:0010870" "MATCH" "1" "GO:0010870" "positive regulation of receptor biosynthetic process" "biological_process" "Any process that increases the frequency or rate of receptor biosynthesis. Receptor biosynthesis is the collection of chemical reactions and pathways resulting in the formation of a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function." "GOTerm"
"GO:0019226" "MATCH" "1" "GO:0019226" "transmission of nerve impulse" "biological_process" "The neurological system process in which a signal is transmitted through the nervous system by a combination of action potential propagation and synaptic transmission." "GOTerm"
"GO:0033514" "MATCH" "1" "GO:0033514" "L-lysine catabolic process to acetyl-CoA via L-pipecolate" "biological_process" "The chemical reactions and pathways resulting in the breakdown of L-lysine into other compounds, including acetyl-CoA, via the intermediate L-pipecolate." "GOTerm"
"GO:0019229" "MATCH" "1" "GO:0019229" "regulation of vasoconstriction" "biological_process" "Any process that modulates the frequency, rate or extent of reductions in the diameter of blood vessels." "GOTerm"
"GO:0010872" "MATCH" "1" "GO:0010872" "regulation of cholesterol esterification" "biological_process" "Any process that modulates the frequency, rate or extent of cholesterol esterification. Cholesterol esterification is the lipid modification process in which a sterol ester is formed by the combination of a carboxylic acid (often a fatty acid) and cholesterol. In the blood this process is associated with the conversion of free cholesterol into cholesteryl ester, which is then sequestered into the core of a lipoprotein particle." "GOTerm"
"GO:0019228" "MATCH" "1" "GO:0019228" "neuronal action potential" "biological_process" "An action potential that occurs in a neuron." "GOTerm"
"GO:0033512" "MATCH" "1" "GO:0033512" "L-lysine catabolic process to acetyl-CoA via saccharopine" "biological_process" "The chemical reactions and pathways resulting in the breakdown of L-lysine into other compounds, including acetyl-CoA, via the intermediate saccharopine." "GOTerm"
"GO:0019209" "MATCH" "1" "GO:0019209" "kinase activator activity" "molecular_function" "Binds to and increases the activity of a kinase, an enzyme which catalyzes of the transfer of a phosphate group, usually from ATP, to a substrate molecule." "GOTerm"
"GO:0019208" "MATCH" "1" "GO:0019208" "phosphatase regulator activity" "molecular_function" "Modulates the activity of a phosphatase, an enzyme which catalyzes of the removal of a phosphate group from a substrate molecule." "GOTerm"
"GO:0010891" "MATCH" "1" "GO:0010891" "negative regulation of sequestering of triglyceride" "biological_process" "Any process that decreases the rate, frequency or extent of sequestering of triglyceride. Triglyceride sequestration is the process of binding or confining any triester of glycerol such that it is separated from other components of a biological system." "GOTerm"
"GO:0010890" "MATCH" "1" "GO:0010890" "positive regulation of sequestering of triglyceride" "biological_process" "Any process that increases the rate, frequency or extent of sequestering of triglyceride. Triglyceride sequestration is the process of binding or confining any triester of glycerol such that it is separated from other components of a biological system." "GOTerm"
"GO:0022857" "MATCH" "1" "GO:0022857" "transmembrane transporter activity" "molecular_function" "Enables the transfer of a substance, usually a specific substance or a group of related substances, from one side of a membrane to the other." "GOSlimTerm"
"GO:0021526" "MATCH" "1" "GO:0021526" "medial motor column neuron differentiation" "biological_process" "The process in which differentiating motor neurons in the neural tube acquire the specialized structural and/or functional features of medial motor column neurons. Medial motor column neurons are generated at all rostrocaudal levels and send axons to the axial muscles (medial group) and to the body wall muscles (lateral group). Differentiation includes the processes involved in commitment of a cell to a specific fate." "GOTerm"
