"gene"	"adj.pval.Initial.Treatment"	"scaffold"	"start"	"end"	"uniprot.id"	"uniprot_taxa.id"	"Uniprot.Name"	"GO.IDs"	"GO.Descript"
"PGEN_.00g338570"	0.0232400574392344	"Scaffold_17"	33081173	33085700	NA	NA	NA	NA	NA
"PGEN_.00g002820"	0.0233326452494087	"Scaffold_01"	6816778	6817485	"Q70KF4"	"CMYA5_MOUSE"	"Cardiomyopathy-associated protein 5 (Heart and skeletal muscle-specific and sprouty domain-containing) (Myospryn) (Stretch-response protein 553) (Stretch-responsive fibronectin protein type 3) (TRIM-like protein)"	"GO:0005634; GO:0014733; GO:0016529; GO:0031430; GO:0032515; GO:0042802; GO:0043034; GO:0048471; GO:0070885"	"costamere [GO:0043034]; M band [GO:0031430]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; sarcoplasmic reticulum [GO:0016529]; identical protein binding [GO:0042802]; negative regulation of calcineurin-NFAT signaling cascade [GO:0070885]; negative regulation of phosphoprotein phosphatase activity [GO:0032515]; regulation of skeletal muscle adaptation [GO:0014733]"
"PGEN_.00g115600"	0.0234139890630281	"Scaffold_05"	31779463	31805365	"Q9NZI7"	"UBIP1_HUMAN"	"Upstream-binding protein 1 (Transcription factor LBP-1)"	"GO:0000790; GO:0000981; GO:0001525; GO:0003677; GO:0003700; GO:0003714; GO:0005634; GO:0005654; GO:0005829; GO:0006357; GO:0019079; GO:0043565; GO:0045892"	"cytosol [GO:0005829]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]; transcription corepressor activity [GO:0003714]; angiogenesis [GO:0001525]; negative regulation of transcription, DNA-templated [GO:0045892]; regulation of transcription by RNA polymerase II [GO:0006357]; viral genome replication [GO:0019079]"
"PGEN_.00g287550"	0.0234291419545904	"Scaffold_14"	26590364	26610672	"Q5T9S5"	"CCD18_HUMAN"	"Coiled-coil domain-containing protein 18 (Sarcoma antigen NY-SAR-24)"	""	""
"PGEN_.00g280190"	0.0234833408700217	"Scaffold_14"	9768456	9779220	"Q6GPQ6"	"EDF1_XENLA"	"Endothelial differentiation-related factor 1 homolog (EDF-1)"	"GO:0003677; GO:0005634"	"nucleus [GO:0005634]; DNA binding [GO:0003677]"
"PGEN_.00g022820"	0.0234936815784206	"Scaffold_01"	62452960	62491055	"P36975"	"SNP25_DROME"	"Synaptosomal-associated protein 25 (SNAP-25) (Synaptosomal-associated 25 kDa protein)"	"GO:0000149; GO:0005484; GO:0005623; GO:0005737; GO:0005886; GO:0006887; GO:0006893; GO:0006906; GO:0007269; GO:0007274; GO:0016020; GO:0016081; GO:0016082; GO:0016192; GO:0019905; GO:0030054; GO:0031201; GO:0031629; GO:0043195; GO:0048172; GO:0048489"	"cell [GO:0005623]; cell junction [GO:0030054]; cytoplasm [GO:0005737]; membrane [GO:0016020]; plasma membrane [GO:0005886]; SNARE complex [GO:0031201]; terminal bouton [GO:0043195]; SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]; syntaxin binding [GO:0019905]; exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; neuromuscular synaptic transmission [GO:0007274]; neurotransmitter secretion [GO:0007269]; regulation of short-term neuronal synaptic plasticity [GO:0048172]; synaptic vesicle docking [GO:0016081]; synaptic vesicle fusion to presynaptic active zone membrane [GO:0031629]; synaptic vesicle priming [GO:0016082]; synaptic vesicle transport [GO:0048489]; vesicle fusion [GO:0006906]; vesicle-mediated transport [GO:0016192]"
"PGEN_.00g079460"	0.0234936815784206	"Scaffold_04"	2530420	2539397	NA	NA	NA	NA	NA
"PGEN_.00g229340"	0.0234936815784206	"Scaffold_11"	14546295	14578924	"P98158"	"LRP2_RAT"	"Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin)"	"GO:0001843; GO:0003139; GO:0003148; GO:0003223; GO:0003281; GO:0005509; GO:0005615; GO:0005623; GO:0005737; GO:0005768; GO:0005783; GO:0005794; GO:0005903; GO:0005905; GO:0006766; GO:0006897; GO:0006898; GO:0007507; GO:0007568; GO:0007605; GO:0008144; GO:0008283; GO:0008584; GO:0009897; GO:0009986; GO:0010165; GO:0010951; GO:0016020; GO:0016021; GO:0016197; GO:0016324; GO:0017124; GO:0020028; GO:0030001; GO:0030139; GO:0030165; GO:0030424; GO:0030425; GO:0030492; GO:0030514; GO:0030900; GO:0031100; GO:0031526; GO:0031904; GO:0031994; GO:0032526; GO:0032991; GO:0033280; GO:0035258; GO:0035904; GO:0038023; GO:0042493; GO:0042562; GO:0043066; GO:0043235; GO:0044295; GO:0044877; GO:0045056; GO:0045121; GO:0045177; GO:0045807; GO:0046879; GO:0050750; GO:0050769; GO:0051087; GO:0051897; GO:0060068; GO:0060976; GO:0060982; GO:0061156; GO:0061642; GO:0070447; GO:0071363; GO:0097242; GO:0140058; GO:0140077; GO:0140318; GO:1904447"	"apical part of cell [GO:0045177]; apical plasma membrane [GO:0016324]; axon [GO:0030424]; axonal growth cone [GO:0044295]; brush border [GO:0005903]; brush border membrane [GO:0031526]; cell [GO:0005623]; cell surface [GO:0009986]; clathrin-coated pit [GO:0005905]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; endocytic vesicle [GO:0030139]; endoplasmic reticulum [GO:0005783]; endosome [GO:0005768]; endosome lumen [GO:0031904]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; membrane raft [GO:0045121]; protein-containing complex [GO:0032991]; receptor complex [GO:0043235]; calcium ion binding [GO:0005509]; chaperone binding [GO:0051087]; drug binding [GO:0008144]; hemoglobin binding [GO:0030492]; hormone binding [GO:0042562]; insulin-like growth factor I binding [GO:0031994]; low-density lipoprotein particle receptor binding [GO:0050750]; PDZ domain binding [GO:0030165]; protein transporter activity [GO:0140318]; protein-containing complex binding [GO:0044877]; SH3 domain binding [GO:0017124]; signaling receptor activity [GO:0038023]; steroid hormone receptor binding [GO:0035258]; aging [GO:0007568]; amyloid-beta clearance [GO:0097242]; animal organ regeneration [GO:0031100]; aorta development [GO:0035904]; cell population proliferation [GO:0008283]; cellular response to growth factor stimulus [GO:0071363]; chemoattraction of axon [GO:0061642]; coronary artery morphogenesis [GO:0060982]; coronary vasculature development [GO:0060976]; endocytic hemoglobin import [GO:0020028]; endocytosis [GO:0006897]; endosomal transport [GO:0016197]; folate import across plasma membrane [GO:1904447]; forebrain development [GO:0030900]; heart development [GO:0007507]; hormone secretion [GO:0046879]; male gonad development [GO:0008584]; metal ion transport [GO:0030001]; negative regulation of apoptotic process [GO:0043066]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of endopeptidase activity [GO:0010951]; neural tube closure [GO:0001843]; neuron projection arborization [GO:0140058]; outflow tract septum morphogenesis [GO:0003148]; positive regulation of endocytosis [GO:0045807]; positive regulation of lipoprotein transport [GO:0140077]; positive regulation of neurogenesis [GO:0050769]; positive regulation of oligodendrocyte progenitor proliferation [GO:0070447]; positive regulation of protein kinase B signaling [GO:0051897]; pulmonary artery morphogenesis [GO:0061156]; receptor-mediated endocytosis [GO:0006898]; response to drug [GO:0042493]; response to retinoic acid [GO:0032526]; response to vitamin D [GO:0033280]; response to X-ray [GO:0010165]; secondary heart field specification [GO:0003139]; sensory perception of sound [GO:0007605]; transcytosis [GO:0045056]; vagina development [GO:0060068]; ventricular compact myocardium morphogenesis [GO:0003223]; ventricular septum development [GO:0003281]; vitamin metabolic process [GO:0006766]"
"PGEN_.00g210200"	0.0236163648620971	"Scaffold_10"	16456575	16469123	NA	NA	NA	NA	NA
"PGEN_.00g254520"	0.0237325541546926	"Scaffold_12"	36041777	36063725	NA	NA	NA	NA	NA
"PGEN_.00g280890"	0.0239038782094696	"Scaffold_14"	11357199	11376099	"A0A1D3PCM3"	"SST_EMEND"	"Serine O-succinyltransferase (SST) (EC 2.3.1.-)"	"GO:0005739; GO:0016747; GO:0019344"	"mitochondrion [GO:0005739]; transferase activity, transferring acyl groups other than amino-acyl groups [GO:0016747]; cysteine biosynthetic process [GO:0019344]"
"PGEN_.00g252730"	0.0240254187916064	"Scaffold_12"	30403384	30410871	NA	NA	NA	NA	NA
"PGEN_.00g068710"	0.0241326574379283	"Scaffold_03"	29523699	29524618	NA	NA	NA	NA	NA
"PGEN_.00g088170"	0.0242689836421531	"Scaffold_04"	24287801	24309482	NA	NA	NA	NA	NA
"PGEN_.00g237340"	0.0242689836421531	"Scaffold_11"	37700149	37734658	"Q91ZA3"	"PCCA_MOUSE"	"Propionyl-CoA carboxylase alpha chain, mitochondrial (PCCase subunit alpha) (EC 6.4.1.3) (Propanoyl-CoA:carbon dioxide ligase subunit alpha)"	"GO:0004658; GO:0005524; GO:0005739; GO:0005759; GO:0016042; GO:0019899; GO:0046872"	"mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; enzyme binding [GO:0019899]; metal ion binding [GO:0046872]; propionyl-CoA carboxylase activity [GO:0004658]; lipid catabolic process [GO:0016042]"
"PGEN_.00g207900"	0.0247276740631065	"Scaffold_10"	10029927	10030454	"Q96DM1"	"PGBD4_HUMAN"	"PiggyBac transposable element-derived protein 4"	""	""
"PGEN_.00g104990"	0.0248369892690595	"Scaffold_05"	3165386	3165928	NA	NA	NA	NA	NA
"PGEN_.00g014000"	0.024985791620129	"Scaffold_01"	36324597	36325178	NA	NA	NA	NA	NA
"PGEN_.00g109910"	0.024985791620129	"Scaffold_05"	14845924	14882716	"Q96RW7"	"HMCN1_HUMAN"	"Hemicentin-1 (Fibulin-6) (FIBL-6)"	"GO:0005201; GO:0005509; GO:0005604; GO:0005913; GO:0005938; GO:0007049; GO:0007156; GO:0007157; GO:0007601; GO:0009617; GO:0032154; GO:0038023; GO:0042803; GO:0050839; GO:0051301; GO:0062023; GO:0070062"	"basement membrane [GO:0005604]; cell cortex [GO:0005938]; cell-cell adherens junction [GO:0005913]; cleavage furrow [GO:0032154]; collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; calcium ion binding [GO:0005509]; cell adhesion molecule binding [GO:0050839]; extracellular matrix structural constituent [GO:0005201]; protein homodimerization activity [GO:0042803]; signaling receptor activity [GO:0038023]; cell cycle [GO:0007049]; cell division [GO:0051301]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; response to bacterium [GO:0009617]; visual perception [GO:0007601]"
"PGEN_.00g309920"	0.024985791620129	"Scaffold_15"	32888425	32901720	"Q8VCR2"	"DHB13_MOUSE"	"17-beta-hydroxysteroid dehydrogenase 13 (17-beta-HSD 13) (EC 1.1.-.-) (Alcohol dehydrogenase PAN1B-like) (Short-chain dehydrogenase/reductase 9)"	"GO:0005783; GO:0005811; GO:0016229; GO:0046889"	"endoplasmic reticulum [GO:0005783]; lipid droplet [GO:0005811]; steroid dehydrogenase activity [GO:0016229]; positive regulation of lipid biosynthetic process [GO:0046889]"
"PGEN_.00g222110"	0.0250773542572923	"Scaffold_10"	46920685	46926181	"Q5ZJ87"	"SAMTR_CHICK"	"S-adenosylmethionine sensor upstream of mTORC1 (Probable methyltransferase BMT2 homolog) (EC 2.1.1.-)"	"GO:0005730; GO:0016433; GO:0034198; GO:0140007; GO:1904047; GO:1904262; GO:1990130"	"GATOR1 complex [GO:1990130]; KICSTOR complex [GO:0140007]; nucleolus [GO:0005730]; rRNA (adenine) methyltransferase activity [GO:0016433]; S-adenosyl-L-methionine binding [GO:1904047]; cellular response to amino acid starvation [GO:0034198]; negative regulation of TORC1 signaling [GO:1904262]"
"PGEN_.00g133000"	0.0251147312779643	"Scaffold_06"	10182526	10182777	NA	NA	NA	NA	NA
"PGEN_.00g135420"	0.0251147312779643	"Scaffold_06"	15921659	15934880	"P28572"	"SC6A9_RAT"	"Sodium- and chloride-dependent glycine transporter 1 (GlyT-1) (GlyT1) (Solute carrier family 6 member 9)"	"GO:0001504; GO:0005283; GO:0005328; GO:0005886; GO:0014069; GO:0015187; GO:0015816; GO:0030285; GO:0032279; GO:0061537; GO:0098686; GO:0098688; GO:0099055; GO:0099056"	"asymmetric synapse [GO:0032279]; hippocampal mossy fiber to CA3 synapse [GO:0098686]; integral component of postsynaptic membrane [GO:0099055]; integral component of presynaptic membrane [GO:0099056]; integral component of synaptic vesicle membrane [GO:0030285]; parallel fiber to Purkinje cell synapse [GO:0098688]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; amino acid:sodium symporter activity [GO:0005283]; glycine transmembrane transporter activity [GO:0015187]; neurotransmitter:sodium symporter activity [GO:0005328]; glycine secretion, neurotransmission [GO:0061537]; glycine transport [GO:0015816]; neurotransmitter uptake [GO:0001504]"
"PGEN_.00g192440"	0.0251366483520155	"Scaffold_09"	3314008	3352505	"P31596"	"EAA2_RAT"	"Excitatory amino acid transporter 2 (GLT-1) (Sodium-dependent glutamate/aspartate transporter 2) (GLUT-R) (Solute carrier family 1 member 2)"	"GO:0005313; GO:0005314; GO:0005886; GO:0005887; GO:0006836; GO:0007399; GO:0007632; GO:0008509; GO:0009416; GO:0009611; GO:0009986; GO:0010259; GO:0015501; GO:0015813; GO:0016020; GO:0021537; GO:0030424; GO:0030534; GO:0030673; GO:0031668; GO:0035264; GO:0042493; GO:0042734; GO:0043005; GO:0043197; GO:0043198; GO:0043200; GO:0045202; GO:0046326; GO:0046872; GO:0070207; GO:0070779; GO:0098656; GO:0098712; GO:0098810; GO:0098978; GO:0099056"	"axolemma [GO:0030673]; axon [GO:0030424]; cell surface [GO:0009986]; dendritic shaft [GO:0043198]; dendritic spine [GO:0043197]; glutamatergic synapse [GO:0098978]; integral component of plasma membrane [GO:0005887]; integral component of presynaptic membrane [GO:0099056]; membrane [GO:0016020]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; presynaptic membrane [GO:0042734]; synapse [GO:0045202]; anion transmembrane transporter activity [GO:0008509]; glutamate:sodium symporter activity [GO:0015501]; high-affinity glutamate transmembrane transporter activity [GO:0005314]; L-glutamate transmembrane transporter activity [GO:0005313]; metal ion binding [GO:0046872]; adult behavior [GO:0030534]; anion transmembrane transport [GO:0098656]; cellular response to extracellular stimulus [GO:0031668]; D-aspartate import across plasma membrane [GO:0070779]; L-glutamate import across plasma membrane [GO:0098712]; L-glutamate transmembrane transport [GO:0015813]; multicellular organism aging [GO:0010259]; multicellular organism growth [GO:0035264]; nervous system development [GO:0007399]; neurotransmitter reuptake [GO:0098810]; neurotransmitter transport [GO:0006836]; positive regulation of glucose import [GO:0046326]; protein homotrimerization [GO:0070207]; response to amino acid [GO:0043200]; response to drug [GO:0042493]; response to light stimulus [GO:0009416]; response to wounding [GO:0009611]; telencephalon development [GO:0021537]; visual behavior [GO:0007632]"
"PGEN_.00g047550"	0.0251544292298682	"Scaffold_02"	40361564	40376264	"Q3UP23"	"TMM26_MOUSE"	"Transmembrane protein 26"	"GO:0016021"	"integral component of membrane [GO:0016021]"
"PGEN_.00g266500"	0.0251544292298682	"Scaffold_13"	18300304	18322532	"A9C3R8"	"RP65C_DANRE"	"Retinal Mueller cells isomerohydrolase (EC 3.1.1.64) (All-trans-retinyl ester 13-cis isomerohydrolase C) (EC 3.1.1.90) (All-trans-retinylester 11-cis isomerohydrolase C) (Lutein isomerase) (Meso-zeaxanthin isomerase) (EC 5.3.3.22) (Retinal pigment epithelium-specific 65 kDa protein homolog C) (RPE56c)"	"GO:0001523; GO:0004744; GO:0005789; GO:0005829; GO:0005886; GO:0016020; GO:0016702; GO:0042574; GO:0046872; GO:0050251; GO:0052884; GO:0052885; GO:1901827"	"cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; plasma membrane [GO:0005886]; all-trans-retinyl-ester hydrolase, 11-cis retinol forming activity [GO:0052885]; all-trans-retinyl-palmitate hydrolase, 11-cis retinol forming activity [GO:0052884]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen [GO:0016702]; retinal isomerase activity [GO:0004744]; retinol isomerase activity [GO:0050251]; retinal metabolic process [GO:0042574]; retinoid metabolic process [GO:0001523]; zeaxanthin biosynthetic process [GO:1901827]"
"PGEN_.00g324310"	0.0251638246185792	"Scaffold_16"	23965580	23970884	NA	NA	NA	NA	NA
"PGEN_.00g336040"	0.0252589343063598	"Scaffold_17"	26809399	26813144	NA	NA	NA	NA	NA
"PGEN_.00g218470"	0.0254000317172343	"Scaffold_10"	37942795	37962271	"O14594"	"NCAN_HUMAN"	"Neurocan core protein (Chondroitin sulfate proteoglycan 3)"	"GO:0001501; GO:0005509; GO:0005540; GO:0005576; GO:0005796; GO:0007155; GO:0007417; GO:0030198; GO:0030206; GO:0030207; GO:0030208; GO:0030246; GO:0031012; GO:0043202"	"extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; Golgi lumen [GO:0005796]; lysosomal lumen [GO:0043202]; calcium ion binding [GO:0005509]; carbohydrate binding [GO:0030246]; hyaluronic acid binding [GO:0005540]; cell adhesion [GO:0007155]; central nervous system development [GO:0007417]; chondroitin sulfate biosynthetic process [GO:0030206]; chondroitin sulfate catabolic process [GO:0030207]; dermatan sulfate biosynthetic process [GO:0030208]; extracellular matrix organization [GO:0030198]; skeletal system development [GO:0001501]"
"PGEN_.00g212370"	0.0254429821039984	"Scaffold_10"	22351059	22353668	NA	NA	NA	NA	NA
